"","variable_num","variable","numbers","full_variable"
"1851",NA,"stop_points_location.al_malikeyyeh","0.3125","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"1852",NA,"stop_points_location.al_malikeyyeh","0.3125","Priority needs"
"1853",NA,"stop_points_location.al_malikeyyeh","0.3125","Intentions in the next two weeks"
"1854",NA,"stop_points_location.al_malikeyyeh","0.3125","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"1855",NA,"stop_points_location.al_malikeyyeh","0.3125","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"1856",NA,"stop_points_location.al_malikeyyeh","0.3125","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"1857",NA,"stop_points_location.al_malikeyyeh","0.3125","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"1858",NA,"stop_points_location.al_malikeyyeh","0.3125","Displacement routes"
"1859",NA,"stop_points_location.al_malikeyyeh","0.3125","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"1860",NA,"stop_points_location.al_malikeyyeh","0.3125","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"1861",NA,"stop_points_location.al_malikeyyeh","0.3125","Travel group composition"
"1862",NA,"stop_points_location.al_malikeyyeh","0.3125","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"1863",NA,"governorate_or_other",NA,"Location of Interview"
"1864",NA,"governorate_or_other",NA,"Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"1865",NA,"governorate_or_other",NA,"Travel across the border"
"1866",NA,"governorate_or_other",NA,"If there are unaccompanied or separated children in the travel group, how many?"
"1867",NA,"governorate_or_other",NA,"Proportion of Kis reporting each intention for their travel group in the next two days"
"1868",NA,"governorate_or_other",NA,"Did the travel group arrive at the Reception Centre (RC) from Syria?"
"1869",NA,"governorate_or_other",NA,"Questionnaire"
"1870",NA,"governorate_or_other",NA,"Proportion of Kis reporting that travel group members left family members behind"
"1871",NA,"governorate_or_other",NA,"Proportion of Kis reporting pregnant or lactating women in the travel group"
"1872",NA,"governorate_or_other",NA,"Intentions in the next two days"
"1873",NA,"governorate_or_other",NA,"If there are pregnant or lactating women in the travel group, how many?"
"1874",NA,"governorate_or_other",NA,"If there are physically disabled people in the travel group, how many?"
"1875",NA,"governorate_or_other",NA,"Proportion of Kis reporting that members of the travel group were already living in displacement"
"1876",NA,"governorate_or_other",NA,"Key Informant (KI) Demographics"
"1877",NA,"governorate_or_other",NA,NA
"1878",NA,"governorate_or_other",NA,"Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"1879",NA,"governorate_or_other",NA,"Gender of KI"
"1880",NA,"governorate_or_other",NA,"Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"1881",NA,"governorate_or_other",NA,"When did travel groups leave the location from which they travelled?"
"1882",NA,"governorate_or_other",NA,"Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"1883",NA,"governorate_or_other",NA,"Proportion of Kis reporting physically disabled people in the travel group"
"1884",NA,"governorate_or_other",NA,"Proportion of Kis reporting each intention for their travel group in the next two weeks"
"1885",NA,"governorate_or_other",NA,"How many people are in travel groups?"
"1886",NA,"governorate_or_other",NA,"Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"1887",NA,"governorate_or_other",NA,"Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"1888",NA,"governorate_or_other",NA,"FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"1889",NA,"governorate_or_other",NA,"Location and time of displacement"
"1890",NA,"governorate_or_other",NA,"Proportion of Kis reporting unaccompanied or separated children in the travel group"
"1891",NA,"governorate_or_other",NA,"Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"1892",NA,"governorate_or_other",NA,"Issues encountered during displacement"
"1893",NA,"governorate_or_other",NA,"Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"1894",NA,"governorate_or_other",NA,"FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"1895",NA,"governorate_or_other",NA,"Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"1896",NA,"governorate_or_other",NA,"Priority needs"
"1897",NA,"governorate_or_other",NA,"Intentions in the next two weeks"
"1898",NA,"governorate_or_other",NA,"Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"1899",NA,"governorate_or_other",NA,"Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"1900",NA,"governorate_or_other",NA,"Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"1901",NA,"governorate_or_other",NA,"What is the main reason Kis reported for travel groups leaving their location of residence?  "
"1902",NA,"governorate_or_other",NA,"Displacement routes"
"1903",NA,"governorate_or_other",NA,"Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"1904",NA,"governorate_or_other",NA,"Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"1905",NA,"governorate_or_other",NA,"Travel group composition"
"1906",NA,"governorate_or_other",NA,"Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"1907",NA,"item_bring.iraqi_registration_papers","0.01111111","Location of Interview"
"1908",NA,"item_bring.iraqi_registration_papers","0.01111111","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"1909",NA,"item_bring.iraqi_registration_papers","0.01111111","Travel across the border"
"1910",NA,"item_bring.iraqi_registration_papers","0.01111111","If there are unaccompanied or separated children in the travel group, how many?"
"1911",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting each intention for their travel group in the next two days"
"1912",NA,"item_bring.iraqi_registration_papers","0.01111111","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"1913",NA,"item_bring.iraqi_registration_papers","0.01111111","Questionnaire"
"1914",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting that travel group members left family members behind"
"1915",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting pregnant or lactating women in the travel group"
"1916",NA,"item_bring.iraqi_registration_papers","0.01111111","Intentions in the next two days"
"1917",NA,"item_bring.iraqi_registration_papers","0.01111111","If there are pregnant or lactating women in the travel group, how many?"
"1918",NA,"item_bring.iraqi_registration_papers","0.01111111","If there are physically disabled people in the travel group, how many?"
"1919",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting that members of the travel group were already living in displacement"
"1920",NA,"item_bring.iraqi_registration_papers","0.01111111","Key Informant (KI) Demographics"
"1921",NA,"item_bring.iraqi_registration_papers","0.01111111",NA
"1922",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"1923",NA,"item_bring.iraqi_registration_papers","0.01111111","Gender of KI"
"1924",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"1925",NA,"item_bring.iraqi_registration_papers","0.01111111","When did travel groups leave the location from which they travelled?"
"1926",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"1927",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting physically disabled people in the travel group"
"1928",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"1929",NA,"item_bring.iraqi_registration_papers","0.01111111","How many people are in travel groups?"
"1930",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"1931",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"1932",NA,"item_bring.iraqi_registration_papers","0.01111111","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"1933",NA,"item_bring.iraqi_registration_papers","0.01111111","Location and time of displacement"
"1934",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"1935",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"1936",NA,"item_bring.iraqi_registration_papers","0.01111111","Issues encountered during displacement"
"1937",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"1938",NA,"item_bring.iraqi_registration_papers","0.01111111","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"1939",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"1940",NA,"item_bring.iraqi_registration_papers","0.01111111","Priority needs"
"1941",NA,"item_bring.iraqi_registration_papers","0.01111111","Intentions in the next two weeks"
"1942",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"1943",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"1944",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"1945",NA,"item_bring.iraqi_registration_papers","0.01111111","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"1946",NA,"item_bring.iraqi_registration_papers","0.01111111","Displacement routes"
"1947",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"1948",NA,"item_bring.iraqi_registration_papers","0.01111111","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"1949",NA,"item_bring.iraqi_registration_papers","0.01111111","Travel group composition"
"1950",NA,"item_bring.iraqi_registration_papers","0.01111111","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"1951",NA,"governorate_origin_hasakah","0.90000000","Location of Interview"
"1952",NA,"governorate_origin_hasakah","0.90000000","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"1953",NA,"governorate_origin_hasakah","0.90000000","Travel across the border"
"1954",NA,"governorate_origin_hasakah","0.90000000","If there are unaccompanied or separated children in the travel group, how many?"
"1955",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting each intention for their travel group in the next two days"
"1956",NA,"governorate_origin_hasakah","0.90000000","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"1957",NA,"governorate_origin_hasakah","0.90000000","Questionnaire"
"1958",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting that travel group members left family members behind"
"1959",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting pregnant or lactating women in the travel group"
"1960",NA,"governorate_origin_hasakah","0.90000000","Intentions in the next two days"
"1961",NA,"governorate_origin_hasakah","0.90000000","If there are pregnant or lactating women in the travel group, how many?"
"1962",NA,"governorate_origin_hasakah","0.90000000","If there are physically disabled people in the travel group, how many?"
"1963",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting that members of the travel group were already living in displacement"
"1964",NA,"governorate_origin_hasakah","0.90000000","Key Informant (KI) Demographics"
"1965",NA,"governorate_origin_hasakah","0.90000000",NA
"1966",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"1967",NA,"governorate_origin_hasakah","0.90000000","Gender of KI"
"1968",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"1969",NA,"governorate_origin_hasakah","0.90000000","When did travel groups leave the location from which they travelled?"
"1970",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"1971",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting physically disabled people in the travel group"
"1972",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"1973",NA,"governorate_origin_hasakah","0.90000000","How many people are in travel groups?"
"1974",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"1975",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"1976",NA,"governorate_origin_hasakah","0.90000000","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"1977",NA,"governorate_origin_hasakah","0.90000000","Location and time of displacement"
"1978",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"1979",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"1980",NA,"governorate_origin_hasakah","0.90000000","Issues encountered during displacement"
"1981",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"1982",NA,"governorate_origin_hasakah","0.90000000","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"1983",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"1984",NA,"governorate_origin_hasakah","0.90000000","Priority needs"
"1985",NA,"governorate_origin_hasakah","0.90000000","Intentions in the next two weeks"
"1986",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"1987",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"1988",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"1989",NA,"governorate_origin_hasakah","0.90000000","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"1990",NA,"governorate_origin_hasakah","0.90000000","Displacement routes"
"1991",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"1992",NA,"governorate_origin_hasakah","0.90000000","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"1993",NA,"governorate_origin_hasakah","0.90000000","Travel group composition"
"1994",NA,"governorate_origin_hasakah","0.90000000","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"1995",NA,"item_bring.none","0","Location of Interview"
"1996",NA,"item_bring.none","0","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"1997",NA,"item_bring.none","0","Travel across the border"
"1998",NA,"item_bring.none","0","If there are unaccompanied or separated children in the travel group, how many?"
"1999",NA,"item_bring.none","0","Proportion of Kis reporting each intention for their travel group in the next two days"
"2000",NA,"item_bring.none","0","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"2001",NA,"item_bring.none","0","Questionnaire"
"2002",NA,"item_bring.none","0","Proportion of Kis reporting that travel group members left family members behind"
"2003",NA,"item_bring.none","0","Proportion of Kis reporting pregnant or lactating women in the travel group"
"2004",NA,"item_bring.none","0","Intentions in the next two days"
"2005",NA,"item_bring.none","0","If there are pregnant or lactating women in the travel group, how many?"
"2006",NA,"item_bring.none","0","If there are physically disabled people in the travel group, how many?"
"2007",NA,"item_bring.none","0","Proportion of Kis reporting that members of the travel group were already living in displacement"
"2008",NA,"item_bring.none","0","Key Informant (KI) Demographics"
"2009",NA,"item_bring.none","0",NA
"2010",NA,"item_bring.none","0","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"2011",NA,"item_bring.none","0","Gender of KI"
"2012",NA,"item_bring.none","0","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"2013",NA,"item_bring.none","0","When did travel groups leave the location from which they travelled?"
"2014",NA,"item_bring.none","0","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"2015",NA,"item_bring.none","0","Proportion of Kis reporting physically disabled people in the travel group"
"2016",NA,"item_bring.none","0","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"2017",NA,"item_bring.none","0","How many people are in travel groups?"
"2018",NA,"item_bring.none","0","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"2019",NA,"item_bring.none","0","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"2020",NA,"item_bring.none","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"2021",NA,"item_bring.none","0","Location and time of displacement"
"2022",NA,"item_bring.none","0","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"2023",NA,"item_bring.none","0","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"2024",NA,"item_bring.none","0","Issues encountered during displacement"
"2025",NA,"item_bring.none","0","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"2026",NA,"item_bring.none","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"2027",NA,"item_bring.none","0","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"2028",NA,"item_bring.none","0","Priority needs"
"2029",NA,"item_bring.none","0","Intentions in the next two weeks"
"2030",NA,"item_bring.none","0","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"2031",NA,"item_bring.none","0","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"2032",NA,"item_bring.none","0","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"2033",NA,"item_bring.none","0","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"2034",NA,"item_bring.none","0","Displacement routes"
"2035",NA,"item_bring.none","0","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"2036",NA,"item_bring.none","0","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"2037",NA,"item_bring.none","0","Travel group composition"
"2038",NA,"item_bring.none","0","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"2039",NA,"item_bring.property_papers","0.1111111","Location of Interview"
"2040",NA,"item_bring.property_papers","0.1111111","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"2041",NA,"item_bring.property_papers","0.1111111","Travel across the border"
"2042",NA,"item_bring.property_papers","0.1111111","If there are unaccompanied or separated children in the travel group, how many?"
"2043",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting each intention for their travel group in the next two days"
"2044",NA,"item_bring.property_papers","0.1111111","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"2045",NA,"item_bring.property_papers","0.1111111","Questionnaire"
"2046",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting that travel group members left family members behind"
"2047",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting pregnant or lactating women in the travel group"
"2048",NA,"item_bring.property_papers","0.1111111","Intentions in the next two days"
"2049",NA,"item_bring.property_papers","0.1111111","If there are pregnant or lactating women in the travel group, how many?"
"2050",NA,"item_bring.property_papers","0.1111111","If there are physically disabled people in the travel group, how many?"
"2051",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting that members of the travel group were already living in displacement"
"2052",NA,"item_bring.property_papers","0.1111111","Key Informant (KI) Demographics"
"2053",NA,"item_bring.property_papers","0.1111111",NA
"2054",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"2055",NA,"item_bring.property_papers","0.1111111","Gender of KI"
"2056",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"2057",NA,"item_bring.property_papers","0.1111111","When did travel groups leave the location from which they travelled?"
"2058",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"2059",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting physically disabled people in the travel group"
"2060",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"2061",NA,"item_bring.property_papers","0.1111111","How many people are in travel groups?"
"2062",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"2063",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"2064",NA,"item_bring.property_papers","0.1111111","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"2065",NA,"item_bring.property_papers","0.1111111","Location and time of displacement"
"2066",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"2067",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"2068",NA,"item_bring.property_papers","0.1111111","Issues encountered during displacement"
"2069",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"2070",NA,"item_bring.property_papers","0.1111111","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"2071",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"2072",NA,"item_bring.property_papers","0.1111111","Priority needs"
"2073",NA,"item_bring.property_papers","0.1111111","Intentions in the next two weeks"
"2074",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"2075",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"2076",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"2077",NA,"item_bring.property_papers","0.1111111","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"2078",NA,"item_bring.property_papers","0.1111111","Displacement routes"
"2079",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"2080",NA,"item_bring.property_papers","0.1111111","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"2081",NA,"item_bring.property_papers","0.1111111","Travel group composition"
"2082",NA,"item_bring.property_papers","0.1111111","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"2083",NA,"stop_points_location.areesheh","0","Location of Interview"
"2084",NA,"stop_points_location.areesheh","0","Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"2085",NA,"stop_points_location.areesheh","0","Travel across the border"
"2086",NA,"stop_points_location.areesheh","0","If there are unaccompanied or separated children in the travel group, how many?"
"2087",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting each intention for their travel group in the next two days"
"2088",NA,"stop_points_location.areesheh","0","Did the travel group arrive at the Reception Centre (RC) from Syria?"
"2089",NA,"stop_points_location.areesheh","0","Questionnaire"
"2090",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting that travel group members left family members behind"
"2091",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting pregnant or lactating women in the travel group"
"2092",NA,"stop_points_location.areesheh","0","Intentions in the next two days"
"2093",NA,"stop_points_location.areesheh","0","If there are pregnant or lactating women in the travel group, how many?"
"2094",NA,"stop_points_location.areesheh","0","If there are physically disabled people in the travel group, how many?"
"2095",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting that members of the travel group were already living in displacement"
"2096",NA,"stop_points_location.areesheh","0","Key Informant (KI) Demographics"
"2097",NA,"stop_points_location.areesheh","0",NA
"2098",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"2099",NA,"stop_points_location.areesheh","0","Gender of KI"
"2100",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"2101",NA,"stop_points_location.areesheh","0","When did travel groups leave the location from which they travelled?"
"2102",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"2103",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting physically disabled people in the travel group"
"2104",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting each intention for their travel group in the next two weeks"
"2105",NA,"stop_points_location.areesheh","0","How many people are in travel groups?"
"2106",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"2107",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"2108",NA,"stop_points_location.areesheh","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"2109",NA,"stop_points_location.areesheh","0","Location and time of displacement"
"2110",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting unaccompanied or separated children in the travel group"
"2111",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting that travel groups travelled from key governorates in Syria"
"2112",NA,"stop_points_location.areesheh","0","Issues encountered during displacement"
"2113",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting each item as a top priority need for the travel group in the next 24 hours"
"2114",NA,"stop_points_location.areesheh","0","FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
"2115",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting each mode of transport as the primary mode used to reach the border by the travel group"
"2116",NA,"stop_points_location.areesheh","0","Priority needs"
"2117",NA,"stop_points_location.areesheh","0","Intentions in the next two weeks"
"2118",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting that the travel group were able to bring the following items with them when they displaced"
"2119",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting each reason for which the travel group decided to displace to the border"
"2120",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting each length of waiting time for registration within the reception centre"
"2121",NA,"stop_points_location.areesheh","0","What is the main reason Kis reported for travel groups leaving their location of residence?  "
"2122",NA,"stop_points_location.areesheh","0","Displacement routes"
"2123",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting each time period between which the travel group made their decision to leave and departure"
"2124",NA,"stop_points_location.areesheh","0","Proportion of Kis reporting that members of their travel group have friends or family in Dohuk, but do not intent to stay with them"
"2125",NA,"stop_points_location.areesheh","0","Travel group composition"
"2126",NA,"stop_points_location.areesheh","0","Number of people in travel groups without identification papers (e.g. civil ID, passport)?"
"2127",NA,"item_bring_other",NA,"Location of Interview"
"2128",NA,"item_bring_other",NA,"Do you or others in your group have residency documents in the Kurdistan Region of Iraq or other KRI identification papers?"
"2129",NA,"item_bring_other",NA,"Travel across the border"
"2130",NA,"item_bring_other",NA,"If there are unaccompanied or separated children in the travel group, how many?"
"2131",NA,"item_bring_other",NA,"Proportion of Kis reporting each intention for their travel group in the next two days"
"2132",NA,"item_bring_other",NA,"Did the travel group arrive at the Reception Centre (RC) from Syria?"
"2133",NA,"item_bring_other",NA,"Questionnaire"
"2134",NA,"item_bring_other",NA,"Proportion of Kis reporting that travel group members left family members behind"
"2135",NA,"item_bring_other",NA,"Proportion of Kis reporting pregnant or lactating women in the travel group"
"2136",NA,"item_bring_other",NA,"Intentions in the next two days"
"2137",NA,"item_bring_other",NA,"If there are pregnant or lactating women in the travel group, how many?"
"2138",NA,"item_bring_other",NA,"If there are physically disabled people in the travel group, how many?"
"2139",NA,"item_bring_other",NA,"Proportion of Kis reporting that members of the travel group were already living in displacement"
"2140",NA,"item_bring_other",NA,"Key Informant (KI) Demographics"
"2141",NA,"item_bring_other",NA,NA
"2142",NA,"item_bring_other",NA,"Proportion of Kis reporting each length of waiting time at the reception centre before processing"
"2143",NA,"item_bring_other",NA,"Gender of KI"
"2144",NA,"item_bring_other",NA,"Proportion of Kis reporting that the travel group experience the following difficulties during displacement"
"2145",NA,"item_bring_other",NA,"When did travel groups leave the location from which they travelled?"
"2146",NA,"item_bring_other",NA,"Proportion of Kis reporting that members of their travel group will return to Syria in the coming two weeks"
"2147",NA,"item_bring_other",NA,"Proportion of Kis reporting physically disabled people in the travel group"
"2148",NA,"item_bring_other",NA,"Proportion of Kis reporting each intention for their travel group in the next two weeks"
"2149",NA,"item_bring_other",NA,"How many people are in travel groups?"
"2150",NA,"item_bring_other",NA,"Proportion of Kis reporting each length of waiting time at the border (Syrian side)"
"2151",NA,"item_bring_other",NA,"Proportion of Kis reporting each reason as the main reason for each travel groups' intentions in the next two days"
"2152",NA,"item_bring_other",NA,"FIND WAY TO ADD NEXT LOCATION HERE (Top governorates with districts?)"
